id	mydate	author	posts	text
1767	2021-11-15	LittleMiniFox	#45	Nej jag är sjukskriven från jobbet just nu :pensive-face: Dels pga smärtan i kroppen och dels pga mitt psyke håller på att balla ur fullständigt efter allt som varit dom senaste månader . Inte direkt, är ju ingen som vet vad långtidseffekter är så det är ju väldigt svårt att ge en prognos tänker jag. Är iallafall lättad att dom uteslutit ex. MS som jag var säker på att jag hade när dom neurologiska problemen startade. Finns en väldigt bra grupp på FB, visserligen är det en Post-Covid grupp men dom upplever exakt samma långvariga problem och symptom som vi fått efter vax. Den heter Covid 19 långtidssjuk.
1768	2021-08-08	Porky123	#1854	nja vad fan ska man låna ut pengar till staten utan ränta ? nej leve skattereduktion!
1769	2021-04-08	IMBILDEN	#13887	1 på tusen sa de på TV igår. Det betyder att om man ger det till miljoner pensionärer kan så många som personer avlida av vaccin om man ger det till samtliga 70+. De sitter och säger att nyttan är större än risken, men då jämför de Astra Zeneca vaccin mot sjukdomen. De jämför inte Astra Zeneca vaccin mot ett annat Covid19-vaccin. Den senare jämförelsen tycker jag känns mer relevant.
1770	2021-07-25	Silveriller	#935	URL the cells make copies of the spike protein and the mRNA is quickly degraded (within a few days). URL Dessutom bryts vaccinets RNA mycket snabbt ned i kroppen. URL The cell breaks down and gets rid of the mRNA soon after it is finished using the instructions. URL After the spike protein gets made, your body destroys the mRNA so it doesn't stick around in the body
1771	2021-03-16	Maviel	#3915	Jag skulle inte vilja kalla det för ställa upp och frivilligt . Vi som jobbar i vården har både vid svininfluensa vaccinationen och än mer nu blivit mer eller mindre tvingade skulle jag vilja säga. Det heter att det är frivilligt att inga ska tvingas - men i verkligheten så pressas vi rätt hårt.
1772	2021-06-05	Odagan	#1811	I Sverige försökte regimen lura på gamlingar Astra Zenecas vaccin under en period. Vad jag hört blåstes det av..
1773	2021-09-04	Siasoss	#2495	Det stämmer bra det (några har ju också dött i Sverige. Nästan . Även om en del av dessa såklart var mycket gamla och skröpliga redan innan)
1774	2021-10-04	HipToBeSquare	#5833	Varför to du vaccin när du redan haft sjukdomen? Naturlig immunitet är mycket starkare och du behöver inte ta vaccinen.
1775	2021-10-06	psyninja	#1240	Jag är född något tidigare än gränsen men åkte in akut efter dos moder efter bröstsmärtor som visade sig vara infektion som angripit hjärtmuskeln. Dock inte utvecklad myokardit efter blodprov.
1776	2021-09-08	Whyback	#3124	......... det brinner i verkstaden, de som jobbar där vill genast börja släcka, men adminstrationen förbjuder det, för man måste prova ut olika släckningsmetoder först, innan någon kan godkännas, och släckningsarbetet kan starta...... Praktiserande läkare v.s. Myndigheter .........
1777	2021-06-15	Antialles	#1598	Gör det. Vi får se om vi ses här om ett års tid...
1778	2021-09-27	CathelynWajld	#754	Det globala bedrägeriet faller nu ihop som ett korthus. (Kopiera och spara dessa länkar, nu!) Dr Jessica Rose, Israel, bekräftar med sin studie att vaccin orsakar signifikant mycket svåra skador: URL Genom att bara läsa myndigheter egna publikationer gällande när man bedöms vara vaccinerad resp ovaccinerad kan vi slå fast att de media, som försöker påskina att det är dom ovaccinerade som fyller sjukhusen, ljuger oss rakt upp i ansiktet: URL Vilket bekräftas av West Virginias guvernör Jim Justice: URL ...och nyhetssändningar i Israel: URL ...samt av läkare och sjuksköterskor som jobbar i epicentrum: URL URL URL URL URL Och förra veckan hölls en presskonferens i Tyskland där världens samlade vetenskapliga studier, på skador från covid-vaccinen, presenterades för oss. Varför de vaccinerade dör och får mycket nya, tidigare okända, skador förklaras: URL Dessa forskares konklusion, av studier resultat, är samstämmiga: Det globala vaccinationsprogrammet måste upphöra omedelbart och ansvariga ställas till svars för brott mot mänskligheten.
1779	2021-12-17	Reiwa	#3020	Du förespråkar medicinska ingrepp mot andra personer utan deras samtycke och mot deras vilja. Därav är det helt okej att med din egen logik förespråka lobotomering av dig mot din vilja. Lobotomering må vara ett mer omfattande medicinskt ingrepp, men faktum är att inget medicinsk ingrepp, oavsett hur litet eller stort, är moraliskt eller etiskt att genomföra mot någon annan mot deras vilja oavsett anledning.
1780	2021-03-08	sovad-p1	#400	Du är troligtvis den minst begåvade jag svarat på Flashback men jag försöker igen även om hoppet om förståelse är litet. Detta är det sjunde coronavirus som smittar till människor. Man har utvecklat flera vaccin mot covonavirus men de har stoppats i djurtester när det visat sig att de utvecklat ADE etc. Det pågår djurtester men de är klara först 2023. Man har tidigare hoppat över djurtester och gått direkt till människor. Är man intresserad av hur det gick så kan man läsa på om Denguefebern och RSV. Och vet man inte vad ADE är så är det rekommenderad läsning INNAN man tar vaccinet. Det finns flera aspekter som enligt mig pekar på att risker med vaccin är på tok för höga. Jag är övertygad om att medborgare skulle undvika vaccinering om de kände till och förstod någon av dessa aspekter.
1781	2021-11-08	Razz3l	#2101	Testningen har ett förfallodatum och därmed en tidsram. Du är för känslostyrd, ta det lugnt. Prestigen kan du lägga på hyllan. Slappna av.
1782	2021-06-14	negrofoben	#4370	Vet du äns vad VAERS är och hur det fungerar? En foliehatt som du kan gå in där och anmäla att din kompis morsa fick horn utväxts i pannan efter ha vaccinerats. Det registreras då som en biverkning. Jag är hyfsat säker på att foliehattar jobbar stenhårt med att rapportera fejkbiverkning dit ...
1783	2021-09-06	tuv	#166	Vad menar du med allvarlig biverkningar ? Jag skulle var glad om det var som du säger, för då skulle jag ha en riktigt god orsak till att inte vaccinera mig. Men nu måste jag säga att här är det precis tvärtom. Jag känner massor av människor, som har haft covid, och några tom. dött. (De flesta har dock kommit undan med bara mild symptom). Och jag känner ingen som fått några allvarlig biverkning av vaccinet.
1784	2021-09-03	Don.C	#4288	Vet inte hur hård någon är efter en månad i respirator med 30% kvarvarande lungkapacitet. Men de är åtminstone förmodligen till någon grad immuna mot just Covid även om deras immunförsvar lär vara ordentligt kört i botten :grinning-face: . Dessutom verkar det ju vara ett riktigt jävla vidrigt sätt att dö på. I princip kvävd till döds, intuberad och sederad med en slang upp i röven för att hålla koll på avföringen. Satt senast idag och kollade igenom en reddit där man gör sig lustig över (lite osmakligt kan jag tycka) antivaxxare, med typ dina argument, som skriver desperata uppdateringar om hur korkade de var, dagar innan de dörren.
1785	2021-07-15	Leland1979	#2776	Fast du får högre nivåer av antikroppar om du tar vaccin även i de fall du redan haft genomgången infektion. Detta framkom i en studie som Danderyds sjukhus offentliggjorde idag.
1786	2021-06-06	Grand-canyon	#9444	Förvånansvärt att man får hålla på och experimentera med ett vaccin som bara har ett villkorat godkännande.
1787	2021-08-04	p1Schwab	#1449	Bra inlägg. Varningar från världens absolut främsta har avlöst varandra under en lång tid nu. När man inte tar deras varningar på allvar så gissar jag att inget utöver egenupplevd käftsmäll kommer att få poletten att trilla ner. När det väl händer är det för sent. Man är ute efter den psykologiska effekten där människor i ren självbevarelsedrift inte vill se att man skrivit på sin egen dödsdom och ställas mot det faktum att man inte hade ryggrad att stå emot trots att man kände på sig att något var fel. Istället blir vaccinerade nödvändiga budbärare av propagandans budskap och skapar ett socialt tryck som förmår maximalt av medmänniskor att också vika sig. Ingen säger jag tog sprutan men jag ångrar mig så, tänk efter innan ni tar den . Låt er inte påverkas av bittra vaccinerade och lyssna på experter istället för journalister.
1788	2021-01-05	Maduro	#1147	Anses som ganska beprövad va..! Att DU anser det betyder föga för oss andra. Du målar inte direkt upp en bild av dig själv som alls kompetent eller ens medelbegåvad för den delen. Att man ifrågasätter de långvariga risker för en helt ny typ av vaccin kan inte vara felaktig information. Med en så kort testperiod kan man omöjligt förutspå långvarig effekter, speciellt med mRNA. Dessa frågor borde ALLA ställa sig och bevisbördan borde istälet ligga på de som vill tvinga sina befolkningar att vaccineras med detta.
1789	2021-12-29	CoralinesGhost	#1832	Det har inte, jag skriver som jag gör för att jag tycker att det verkar som att de inte beaktar risk. Eller rättare sagt: jag får intrycket av att det finns en sorts allmän konsensus att risken är värt allt bara man kan bekämpa covid-19. Lite svinn får man räkna med, så att säga. Den samhälleliga nyttan går före den enskilde individens tragedi och lidande så att säga. Det är ett förhållningssätt jag inte kan hålla med om när vaccin skadar människor som inte hade blivit särskilt sjuka av covid.
1790	2021-03-12	Grand-canyon	#6607	Det kunde vara så illa... då är det inte bekräftat. Mina källor säger att det inte är farligare, men mer smittsamt.
1791	2021-09-10	-GG	#6078	Du glömmer det viktigaste: Att han ska ta Alvedon. Det älskar 1177.
1792	2021-06-18	gärningsmannen	#3199	I USA kallas det för nödgodkännande. I EU fungerar det inte riktigt så. Säkerhetsstudier finns tillgängliga att läsa. Har du läst någon av dem? Bara i Pfizer/BioNTechs studie ingick 43.548 personer. Det tycker åtminstone jag är många människor. Att spikeprotein från SARS-CoV2 kan orsaka svåra symptom finns det vetenskap som pekar på. Det har aldrig varit en alternativ- eller konspirationsteori. Däremot att fragmenten av proteinet som produceras i kroppen efter vaccin skulle bete sig på samma sätt faller på sin egen orimlighet. Det finns helt enket inga belägg för det.
1793	2021-03-25	ankademiker	#1350	Siffror står svart på vitt hos amerikanska myndigheter, hur galna du än anser de är. Jag påstår inte att FHM bedrivit forskningen de hänvisat till. Sammanställningen som kan laddas ner här visar att samtliga i yrken som inte jobbar med barn mer utsatta än samtliga i yrken som jobbar med barn: URL Här en studie: URL
1794	2021-03-12	asploevet	#277	Min tanke var inte att de tjänar på att döda någon, nej deras policy är inte heller att bota den sjuke eller användaren av produkten. En lösning på problemet vore en horribel affärsplan. De vill att du ska komma tillbaka efter en stund igen för mer medikament, en lindring med andra ord. De lider ekonomisk förlust i ett sånt här läge då vissa väljer att tillfälligt bannlysa deras produkt. Klart deras jurister osv försöker pusha ett annat narrativ, frågan är hur korrupt ledningen för landet i fråga är.
1795	2021-07-31	givemeyourmoney	#4058	Inte så konstigt, dom har ju dubbelt upp att oroa sig över, biverkningar+ covid!
1796	2021-07-21	Filantrop007	#4988	Hur skiljer du på vetenskap och propaganda ? Vilka publikationer använder du dig av ? För du bedriver väl ingen egen forskning på det medicinska området
1797	2021-01-27	Porrconny74	#151	Ok, hände lite mer under kvällen natten men inget farligt. Känner mig slö och gubbig i hela kroppen, har lite frossa sen igår samt lite huvudvärk. 24h sedan injektion
1798	2021-09-08	dicates	#515	0.09% chans att dö om du är under år. Ännu lägre chans om du inte har några problem med hälsan sedan tidigare och mår allmänt bra. Så får du nog siffran mot 0.01-0.05 om du är runt 18-40 URL
